Draw Date,Multiplier,White1,White2,White3,White4,White5,Powerball
07/11/2015,2.0,11,39,46,52,54,3
07/08/2015,3.0,4,15,25,27,30,18
07/04/2015,3.0,3,6,14,18,24,21
07/01/2015,2.0,7,24,26,31,41,25
06/27/2015,5.0,18,28,35,46,49,27
06/24/2015,4.0,3,5,10,22,32,7
06/20/2015,2.0,9,10,16,20,57,15
06/17/2015,3.0,20,21,22,41,54,7
06/13/2015,2.0,29,41,48,52,54,29
06/10/2015,2.0,31,32,48,49,53,25
06/06/2015,4.0,8,13,18,27,43,15
06/03/2015,2.0,6,8,13,37,40,11
05/30/2015,2.0,8,9,25,56,57,22
05/27/2015,2.0,8,15,34,53,59,23
05/23/2015,4.0,9,15,17,31,43,16
05/20/2015,3.0,1,12,28,35,44,25
05/16/2015,2.0,24,29,38,48,52,32
05/13/2015,3.0,1,25,29,31,47,7
05/09/2015,3.0,4,15,17,35,58,17
05/06/2015,5.0,23,24,27,39,41,30
05/02/2015,3.0,2,6,11,30,31,33
04/29/2015,3.0,1,26,34,38,51,6
04/25/2015,2.0,21,33,35,38,45,12
04/22/2015,2.0,10,14,25,39,53,18
04/18/2015,3.0,13,22,23,29,31,17
04/15/2015,3.0,1,16,21,29,40,30
04/11/2015,2.0,1,12,32,42,58,12
04/08/2015,2.0,1,19,45,46,58,29
04/04/2015,3.0,33,39,40,41,54,28
04/01/2015,3.0,2,30,33,39,44,1
03/28/2015,3.0,2,4,6,12,38,17
03/25/2015,2.0,7,19,23,50,54,14
03/21/2015,4.0,11,16,30,38,42,7
03/18/2015,2.0,14,25,30,33,47,8
03/14/2015,2.0,8,14,39,46,47,18
03/11/2015,2.0,11,24,31,40,44,27
03/07/2015,4.0,34,36,38,42,50,33
03/04/2015,2.0,8,12,15,35,50,32
02/28/2015,2.0,11,17,25,28,46,12
02/25/2015,3.0,17,19,21,32,39,8
02/21/2015,2.0,10,14,18,34,51,26
02/18/2015,2.0,1,9,29,32,49,22
02/14/2015,2.0,1,24,44,45,51,28
02/11/2015,3.0,11,13,25,39,54,19
02/07/2015,5.0,5,10,21,34,58,33
02/04/2015,2.0,24,36,51,52,56,22
01/31/2015,2.0,5,11,16,26,50,34
01/28/2015,5.0,12,24,35,36,49,1
01/24/2015,2.0,16,19,20,29,33,10
01/21/2015,4.0,11,12,15,28,57,23
01/17/2015,2.0,15,16,23,27,36,9
01/14/2015,5.0,2,4,10,41,53,22
01/10/2015,5.0,2,9,19,28,29,19
01/07/2015,2.0,14,15,47,49,59,10
01/03/2015,3.0,4,18,43,46,55,25
12/31/2014,2.0,17,27,37,40,53,35
12/27/2014,2.0,7,10,11,14,36,15
12/24/2014,4.0,11,12,46,47,50,22
12/20/2014,5.0,14,15,19,31,56,5
12/17/2014,3.0,22,31,38,47,48,15
12/13/2014,3.0,5,13,28,43,55,33
12/10/2014,2.0,34,44,48,54,55,10
12/06/2014,2.0,12,15,22,43,49,14
12/03/2014,3.0,25,30,32,46,54,26
11/29/2014,2.0,13,24,30,42,48,27
11/26/2014,5.0,16,17,22,46,54,35
11/22/2014,2.0,23,49,53,54,57,35
11/19/2014,2.0,6,36,38,48,51,17
11/15/2014,2.0,13,16,33,35,51,28
11/12/2014,3.0,37,39,51,52,55,11
11/08/2014,3.0,9,19,33,38,54,15
11/05/2014,3.0,2,11,19,21,42,34
11/01/2014,2.0,1,3,13,25,38,17
10/29/2014,3.0,25,28,48,57,59,16
10/25/2014,2.0,6,10,51,54,57,12
10/22/2014,2.0,29,30,40,42,50,16
10/18/2014,2.0,20,26,27,36,54,19
10/15/2014,2.0,5,7,19,27,28,20
10/11/2014,2.0,10,19,37,38,39,28
10/08/2014,3.0,5,16,31,46,50,18
10/04/2014,2.0,13,18,24,25,33,31
10/01/2014,2.0,1,4,18,20,45,7
09/27/2014,3.0,2,11,35,52,54,13
09/24/2014,4.0,7,14,21,24,41,26
09/20/2014,4.0,22,23,30,37,39,16
09/17/2014,2.0,18,25,36,48,50,23
09/13/2014,3.0,1,6,16,37,53,27
09/10/2014,5.0,2,14,39,40,43,13
09/06/2014,2.0,9,29,31,43,50,18
09/03/2014,3.0,2,16,43,45,51,35
08/30/2014,2.0,5,28,31,52,59,27
08/27/2014,3.0,17,24,26,45,46,19
08/23/2014,3.0,28,32,35,36,52,31
08/20/2014,2.0,4,8,21,38,40,3
08/16/2014,2.0,7,8,17,48,59,9
08/13/2014,2.0,8,37,39,40,52,24
08/09/2014,2.0,3,12,31,34,51,24
08/06/2014,5.0,1,8,24,28,49,24
08/02/2014,2.0,12,26,44,46,47,29
07/30/2014,3.0,13,30,42,49,53,29
07/26/2014,2.0,24,28,30,38,39,16
07/23/2014,5.0,4,10,12,22,31,3
07/19/2014,2.0,10,17,25,45,53,9
07/16/2014,3.0,5,15,18,26,32,35
07/12/2014,2.0,2,3,7,23,51,26
07/09/2014,2.0,9,25,42,55,57,14
07/05/2014,4.0,24,34,36,57,58,11
07/02/2014,2.0,8,18,45,53,58,35
06/25/2014,4.0,10,20,25,50,53,35
06/21/2014,3.0,5,6,37,41,54,26
06/18/2014,3.0,6,9,29,52,59,7
06/14/2014,3.0,9,33,42,45,54,30
06/11/2014,5.0,14,18,25,33,49,23
06/07/2014,2.0,28,30,35,58,59,15
06/04/2014,3.0,1,7,10,22,49,24
05/31/2014,2.0,15,27,31,34,48,1
05/28/2014,3.0,2,24,28,32,59,25
05/24/2014,2.0,15,16,28,49,55,18
05/21/2014,5.0,4,20,34,39,58,31
05/17/2014,3.0,23,32,39,47,49,22
05/14/2014,3.0,7,33,39,52,55,33
05/10/2014,2.0,4,31,41,47,55,1
05/07/2014,2.0,17,29,31,48,49,34
05/03/2014,4.0,5,15,16,46,49,26
04/30/2014,3.0,2,9,11,19,50,32
04/26/2014,3.0,3,7,22,30,33,20
04/23/2014,4.0,19,25,29,36,48,12
04/19/2014,5.0,5,6,29,35,51,21
04/16/2014,3.0,34,39,42,44,59,8
04/12/2014,2.0,14,26,45,54,55,20
04/09/2014,2.0,9,14,44,48,49,29
04/05/2014,5.0,11,21,26,33,34,29
04/02/2014,2.0,8,13,19,22,53,24
03/29/2014,2.0,2,3,12,27,38,17
03/26/2014,2.0,28,33,41,44,59,21
03/22/2014,2.0,13,28,31,55,58,15
03/19/2014,2.0,2,19,23,34,43,14
03/15/2014,4.0,2,5,34,51,58,9
03/12/2014,2.0,14,15,28,37,54,10
03/08/2014,2.0,10,14,24,32,41,30
03/05/2014,2.0,3,7,9,26,54,19
03/01/2014,4.0,3,8,25,30,47,13
02/26/2014,2.0,11,12,17,38,42,2
02/22/2014,5.0,2,3,13,14,54,4
02/19/2014,3.0,1,17,35,49,54,34
02/15/2014,3.0,2,9,14,21,23,3
02/12/2014,2.0,36,44,49,52,57,1
02/08/2014,2.0,24,25,34,37,54,29
02/05/2014,3.0,8,17,32,57,59,24
02/01/2014,2.0,5,12,15,27,38,7
01/29/2014,2.0,11,23,28,32,47,20
01/25/2014,2.0,8,12,18,55,57,2
01/22/2014,3.0,1,2,7,9,55,29
01/18/2014,,13,14,19,31,38,25
01/15/2014,,7,8,9,24,29,25
01/11/2014,,10,15,33,48,54,34
01/08/2014,,10,28,39,47,58,22
01/04/2014,,19,20,37,41,58,14
01/01/2014,,15,24,40,48,52,23
12/28/2013,,8,35,44,51,56,18
12/25/2013,,23,28,38,39,56,32
12/21/2013,,25,36,40,45,51,8
12/18/2013,,7,24,37,39,40,1
12/14/2013,,14,25,32,33,41,34
12/11/2013,,1,10,13,18,19,27
12/07/2013,,13,20,32,45,48,17
12/04/2013,,6,9,11,31,44,25
11/30/2013,,5,26,44,45,57,29
11/27/2013,,18,25,50,55,57,17
11/23/2013,,5,12,43,52,55,10
11/20/2013,,4,18,23,32,45,7
11/16/2013,,10,29,37,44,59,10
11/13/2013,,5,31,50,55,56,9
11/09/2013,,3,9,37,49,56,32
11/06/2013,,1,5,10,15,49,22
11/02/2013,,13,23,24,27,40,17
10/30/2013,,2,36,40,49,54,10
10/26/2013,,4,6,34,49,56,29
10/23/2013,,3,23,31,34,47,13
10/19/2013,,9,33,54,56,57,5
10/16/2013,,3,26,28,34,42,28
10/12/2013,,8,10,26,57,58,4
10/09/2013,,3,9,19,33,38,18
10/05/2013,,11,12,17,39,40,5
10/02/2013,,4,6,25,42,51,17
09/28/2013,,14,47,52,53,54,5
09/25/2013,,2,7,17,49,53,23
09/21/2013,,12,17,45,54,58,13
09/18/2013,,7,10,22,32,35,19
09/14/2013,,1,17,25,37,44,20
09/11/2013,,11,19,33,42,52,33
09/07/2013,,2,19,22,26,45,24
09/04/2013,,2,9,26,45,47,11
08/31/2013,,2,7,25,40,56,20
08/28/2013,,6,7,9,19,32,13
08/24/2013,,12,17,25,45,59,19
08/21/2013,,30,40,42,46,48,23
08/17/2013,,18,21,46,54,56,23
08/14/2013,,4,11,17,43,51,20
08/10/2013,,4,12,14,37,58,13
08/07/2013,,5,25,30,58,59,32
08/03/2013,,21,24,36,42,45,15
07/31/2013,,8,24,39,49,59,5
07/27/2013,,9,23,40,53,58,6
07/24/2013,,9,29,40,44,54,7
07/20/2013,,14,25,27,38,58,6
07/17/2013,,1,22,34,38,42,17
07/13/2013,,2,8,22,35,37,6
07/10/2013,,30,31,45,55,59,27
07/06/2013,,2,13,35,36,52,11
07/03/2013,,3,6,29,40,51,4
06/29/2013,,8,28,30,53,56,16
06/26/2013,,1,18,33,39,46,33
06/22/2013,,13,19,23,33,57,28
06/19/2013,,7,46,47,52,57,17
06/15/2013,,28,36,40,48,55,1
06/12/2013,,16,22,23,42,55,32
06/08/2013,,2,11,22,26,32,19
06/05/2013,,4,26,33,36,55,32
06/01/2013,,22,28,33,53,59,14
05/29/2013,,9,14,17,49,57,2
05/25/2013,,2,6,19,21,27,25
05/22/2013,,9,31,35,41,57,26
05/18/2013,,10,13,14,22,52,11
05/15/2013,,2,11,26,34,41,32
05/11/2013,,6,13,19,23,43,16
05/08/2013,,21,22,26,30,57,27
05/04/2013,,7,12,26,36,40,17
05/01/2013,,22,26,31,54,55,18
04/27/2013,,3,23,48,54,55,5
04/24/2013,,9,19,31,56,59,2
04/20/2013,,6,8,30,39,48,20
04/17/2013,,13,18,36,48,58,28
04/13/2013,,10,12,31,56,57,33
04/10/2013,,1,36,40,52,53,20
04/06/2013,,4,7,8,29,39,24
04/03/2013,,1,6,8,12,35,3
03/30/2013,,11,23,26,46,55,27
03/27/2013,,7,37,43,48,52,16
03/23/2013,,17,29,31,52,53,31
03/20/2013,,13,14,17,43,54,15
03/16/2013,,3,7,21,44,53,16
03/13/2013,,5,9,28,32,38,29
03/09/2013,,10,37,40,46,52,12
03/06/2013,,6,10,23,41,45,1
03/02/2013,,3,8,13,41,56,16
02/27/2013,,3,14,20,34,48,21
02/23/2013,,2,5,31,39,41,29
02/20/2013,,3,17,19,25,32,17
02/16/2013,,15,16,46,50,58,29
02/13/2013,,12,23,25,27,43,29
02/09/2013,,5,6,16,36,58,3
02/06/2013,,5,27,36,38,41,12
02/02/2013,,11,16,33,40,41,34
01/30/2013,,14,16,32,47,52,16
01/26/2013,,3,22,26,41,49,18
01/23/2013,,11,12,24,43,45,9
01/19/2013,,8,28,29,34,38,35
01/16/2013,,9,21,28,32,51,35
01/12/2013,,10,14,21,23,47,7
01/09/2013,,11,13,20,27,59,26
01/05/2013,,26,30,49,51,54,25
01/02/2013,,18,20,28,35,53,20
12/29/2012,,36,46,50,52,55,14
12/26/2012,,11,13,23,43,54,4
12/22/2012,,1,18,35,39,44,11
12/19/2012,,5,8,20,23,30,3
12/15/2012,,15,23,40,44,55,14
12/12/2012,,8,10,25,36,44,28
12/08/2012,,7,23,26,40,53,21
12/05/2012,,13,17,19,27,38,12
12/01/2012,,3,10,19,36,46,3
11/28/2012,,5,16,22,23,29,6
11/24/2012,,22,32,37,44,50,34
11/21/2012,,8,18,24,30,39,26
11/17/2012,,3,15,27,58,59,20
11/14/2012,,8,10,30,44,58,13
11/10/2012,,32,42,50,54,55,32
11/07/2012,,32,34,45,52,58,20
11/03/2012,,4,7,9,30,54,25
10/31/2012,,1,27,31,45,48,5
10/27/2012,,22,32,34,36,56,33
10/24/2012,,3,18,21,23,50,4
10/20/2012,,4,21,28,31,44,10
10/17/2012,,1,7,10,23,42,35
10/13/2012,,2,5,25,26,49,18
10/10/2012,,18,26,29,35,43,28
10/06/2012,,15,26,34,36,59,35
10/03/2012,,17,23,36,55,59,10
09/29/2012,,14,18,28,29,57,8
09/26/2012,,13,26,39,41,42,10
09/22/2012,,2,16,18,40,42,33
09/19/2012,,1,5,8,39,50,23
09/15/2012,,3,20,26,43,48,1
09/12/2012,,24,33,36,48,56,6
09/08/2012,,6,20,34,44,48,29
09/05/2012,,4,19,26,42,51,29
09/01/2012,,8,11,21,44,49,22
08/29/2012,,25,28,49,54,56,28
08/25/2012,,1,6,7,20,49,23
08/22/2012,,22,29,31,47,55,19
08/18/2012,,14,26,41,55,59,1
08/15/2012,,6,27,46,51,56,21
08/11/2012,,4,13,39,46,51,1
08/08/2012,,3,7,11,15,28,12
08/04/2012,,19,30,48,53,55,18
08/01/2012,,3,16,48,56,58,4
07/28/2012,,5,6,13,36,50,13
07/25/2012,,3,14,35,38,46,16
07/21/2012,,9,31,38,54,56,20
07/18/2012,,2,5,20,23,57,3
07/14/2012,,4,16,32,37,46,13
07/11/2012,,5,22,36,49,55,23
07/07/2012,,3,5,29,39,59,29
07/04/2012,,14,19,35,39,56,33
06/30/2012,,7,15,20,41,44,22
06/27/2012,,6,34,40,46,58,6
06/23/2012,,1,3,41,44,53,30
06/20/2012,,11,17,29,56,57,14
06/16/2012,,8,14,15,16,27,26
06/13/2012,,7,10,14,33,57,18
06/09/2012,,18,22,45,56,57,27
06/06/2012,,19,30,33,48,59,27
06/02/2012,,9,10,17,29,45,33
05/30/2012,,9,10,24,52,56,14
05/26/2012,,13,14,41,49,59,14
05/23/2012,,4,7,26,53,59,32
05/19/2012,,8,13,35,46,51,30
05/16/2012,,3,7,21,28,43,2
05/12/2012,,10,24,35,53,58,22
05/09/2012,,1,7,11,55,56,1
05/05/2012,,9,12,20,44,59,23
05/02/2012,,7,8,33,38,50,29
04/28/2012,,31,39,40,57,58,33
04/25/2012,,4,25,29,34,43,29
04/21/2012,,6,8,20,42,51,16
04/18/2012,,20,22,39,46,49,29
04/14/2012,,14,15,16,19,24,2
04/11/2012,,16,23,42,44,47,2
04/07/2012,,5,13,17,20,30,18
04/04/2012,,1,24,33,45,49,6
03/31/2012,,5,14,36,54,58,27
03/28/2012,,11,16,29,50,58,33
03/24/2012,,1,15,35,37,47,8
03/21/2012,,32,43,53,55,56,6
03/17/2012,,11,14,49,55,58,30
03/14/2012,,1,8,41,46,59,24
03/10/2012,,5,14,17,20,41,5
03/07/2012,,12,35,45,46,47,12
03/03/2012,,29,30,45,47,49,35
02/29/2012,,1,4,11,23,26,14
02/25/2012,,6,11,42,53,54,7
02/22/2012,,7,16,17,39,51,32
02/18/2012,,23,28,50,56,59,5
02/15/2012,,11,12,32,52,56,11
02/11/2012,,1,10,37,52,57,11
02/08/2012,,17,28,38,39,51,33
02/04/2012,,15,23,43,45,56,7
02/01/2012,,8,13,17,34,59,35
01/28/2012,,5,33,41,54,59,13
01/25/2012,,4,19,28,29,47,5
01/21/2012,,12,24,43,44,45,7
01/18/2012,,6,29,34,44,50,28
01/14/2012,5.0,10,30,36,38,41,1
01/11/2012,2.0,5,19,29,45,47,25
01/07/2012,5.0,3,21,24,38,39,24
01/04/2012,4.0,21,35,46,47,50,2
12/31/2011,4.0,5,23,25,28,40,34
12/28/2011,2.0,16,21,27,41,45,14
12/24/2011,2.0,14,16,30,51,52,19
12/21/2011,5.0,10,13,15,31,54,18
12/17/2011,4.0,13,28,49,51,59,33
12/14/2011,5.0,2,24,46,52,56,19
12/10/2011,5.0,4,19,33,41,59,9
12/07/2011,2.0,3,14,20,39,40,37
12/03/2011,3.0,5,18,33,43,45,8
11/30/2011,2.0,2,6,34,35,47,22
11/26/2011,2.0,20,37,39,45,55,28
11/23/2011,2.0,4,30,35,57,59,25
11/19/2011,3.0,9,16,17,28,30,11
11/16/2011,2.0,13,22,25,39,51,28
11/12/2011,5.0,4,35,36,51,56,8
11/09/2011,3.0,5,35,57,58,59,12
11/05/2011,3.0,2,33,39,40,43,26
11/02/2011,4.0,12,14,34,39,46,36
10/29/2011,5.0,11,16,40,51,56,38
10/26/2011,3.0,1,18,21,39,55,6
10/22/2011,4.0,3,8,23,30,58,13
10/19/2011,5.0,16,26,35,52,58,2
10/15/2011,4.0,5,10,24,38,43,1
10/12/2011,3.0,10,12,23,43,47,18
10/08/2011,5.0,3,27,35,37,45,31
10/05/2011,4.0,7,20,43,46,54,17
10/01/2011,3.0,1,12,23,27,43,31
09/28/2011,2.0,30,41,50,51,53,8
09/24/2011,5.0,3,4,12,27,44,26
09/21/2011,4.0,12,47,48,52,55,13
09/17/2011,2.0,6,20,22,32,43,11
09/14/2011,3.0,16,41,42,50,59,5
09/10/2011,4.0,4,19,22,32,53,24
09/07/2011,4.0,3,5,18,27,54,13
09/03/2011,5.0,15,25,52,53,54,2
08/31/2011,5.0,13,19,35,47,57,29
08/27/2011,3.0,2,12,25,54,58,14
08/24/2011,5.0,9,13,47,49,53,39
08/20/2011,2.0,2,17,23,28,47,36
08/17/2011,4.0,18,28,31,48,52,37
08/13/2011,2.0,9,12,35,50,58,4
08/10/2011,4.0,11,18,36,41,46,38
08/06/2011,3.0,25,30,54,57,59,6
08/03/2011,2.0,13,19,21,28,49,11
07/30/2011,2.0,20,40,41,47,55,19
07/27/2011,2.0,38,40,41,51,59,33
07/23/2011,3.0,1,7,27,38,48,30
07/20/2011,4.0,1,4,38,40,42,17
07/16/2011,3.0,24,28,48,50,54,25
07/13/2011,4.0,8,18,19,32,54,8
07/09/2011,3.0,1,9,11,23,31,6
07/06/2011,2.0,11,15,24,50,55,8
07/02/2011,3.0,1,11,18,29,51,32
06/29/2011,3.0,24,30,45,57,59,26
06/25/2011,4.0,18,36,39,41,57,12
06/22/2011,4.0,12,15,19,46,59,12
06/18/2011,2.0,12,21,22,38,41,18
06/15/2011,4.0,19,20,38,41,43,29
06/11/2011,3.0,16,18,27,36,50,8
06/08/2011,5.0,14,37,44,45,53,29
06/04/2011,5.0,17,19,39,41,58,21
06/01/2011,4.0,8,18,38,46,56,31
05/28/2011,4.0,12,20,43,51,55,11
05/25/2011,2.0,4,23,31,42,50,23
05/21/2011,3.0,2,8,40,49,50,36
05/18/2011,4.0,7,12,13,42,49,16
05/14/2011,2.0,8,17,18,40,44,16
05/11/2011,3.0,9,17,32,43,45,31
05/07/2011,4.0,2,11,27,47,55,15
05/04/2011,4.0,3,15,27,29,41,24
04/30/2011,2.0,6,13,15,32,41,3
04/27/2011,2.0,4,24,40,44,55,5
04/23/2011,3.0,3,11,47,48,58,19
04/20/2011,3.0,9,24,34,36,43,27
04/16/2011,5.0,21,33,44,45,55,7
04/13/2011,3.0,4,23,39,49,50,39
04/09/2011,4.0,5,14,32,53,56,11
04/06/2011,2.0,10,18,41,55,56,15
04/02/2011,2.0,6,22,34,43,45,23
03/30/2011,4.0,19,20,42,56,58,37
03/26/2011,4.0,4,10,11,19,33,27
03/23/2011,2.0,5,15,26,28,32,9
03/19/2011,2.0,3,11,20,27,46,8
03/16/2011,3.0,28,39,40,48,53,9
03/12/2011,4.0,1,4,12,41,47,3
03/09/2011,2.0,12,20,28,40,48,8
03/05/2011,2.0,2,23,31,42,48,21
03/02/2011,2.0,7,31,50,51,58,6
02/26/2011,5.0,4,13,17,21,45,10
02/23/2011,3.0,29,32,36,39,49,29
02/19/2011,5.0,3,12,34,37,42,36
02/16/2011,2.0,9,13,21,23,48,24
02/12/2011,4.0,11,32,36,48,52,19
02/09/2011,4.0,7,11,39,42,51,30
02/05/2011,5.0,15,37,41,56,59,5
02/02/2011,4.0,3,14,33,53,57,36
01/29/2011,4.0,24,28,45,49,52,2
01/26/2011,3.0,4,5,36,47,58,6
01/22/2011,2.0,30,31,34,45,51,23
01/19/2011,3.0,22,36,51,56,59,32
01/15/2011,3.0,9,13,22,23,37,31
01/12/2011,4.0,19,21,23,40,48,27
01/08/2011,2.0,6,7,26,33,52,24
01/05/2011,5.0,22,26,32,38,40,7
01/01/2011,2.0,18,22,37,47,54,36
12/29/2010,2.0,3,16,18,20,37,30
12/25/2010,2.0,1,17,38,50,52,24
12/22/2010,2.0,11,33,44,46,47,12
12/18/2010,4.0,4,11,19,33,43,14
12/15/2010,5.0,10,11,18,32,45,18
12/11/2010,2.0,1,8,10,19,20,23
12/08/2010,4.0,8,11,25,41,58,16
12/04/2010,5.0,13,24,27,31,42,22
12/01/2010,3.0,5,10,11,12,20,2
11/27/2010,5.0,10,30,37,47,54,39
11/24/2010,3.0,8,20,21,32,37,4
11/20/2010,5.0,10,12,38,53,57,1
11/17/2010,3.0,14,16,53,54,59,5
11/13/2010,5.0,17,30,48,51,54,29
11/10/2010,4.0,5,8,11,40,44,10
11/06/2010,4.0,7,12,23,34,38,33
11/03/2010,2.0,34,38,39,45,50,33
10/30/2010,5.0,1,7,27,36,49,39
10/27/2010,5.0,20,24,25,53,59,15
10/23/2010,4.0,2,7,16,20,46,34
10/20/2010,3.0,7,17,20,39,59,17
10/16/2010,2.0,11,12,15,16,28,11
10/13/2010,4.0,12,22,32,34,46,2
10/09/2010,3.0,2,6,32,42,49,35
10/06/2010,5.0,14,26,37,41,46,24
10/02/2010,4.0,12,20,30,36,47,25
09/29/2010,4.0,13,44,51,52,55,30
09/25/2010,2.0,8,16,27,35,42,30
09/22/2010,5.0,10,24,36,52,55,15
09/18/2010,4.0,1,18,37,39,44,13
09/15/2010,5.0,7,20,21,34,43,34
09/11/2010,4.0,7,17,20,36,59,33
09/08/2010,5.0,10,35,39,51,57,20
09/04/2010,2.0,11,14,22,33,42,38
09/01/2010,3.0,17,20,21,40,51,19
08/28/2010,4.0,4,22,27,32,56,13
08/25/2010,3.0,16,17,29,31,36,23
08/21/2010,2.0,7,10,12,22,27,26
08/18/2010,3.0,4,32,33,47,55,39
08/14/2010,2.0,9,33,36,50,58,31
08/11/2010,2.0,7,10,22,23,52,29
08/07/2010,5.0,4,22,26,31,52,30
08/04/2010,4.0,19,28,30,37,53,36
07/31/2010,3.0,1,16,17,41,57,15
07/28/2010,5.0,1,11,20,25,27,2
07/24/2010,2.0,20,30,38,46,59,27
07/21/2010,3.0,16,22,30,51,58,25
07/17/2010,4.0,22,27,35,37,45,3
07/14/2010,3.0,20,21,23,38,42,6
07/10/2010,4.0,20,21,27,28,56,4
07/07/2010,2.0,10,41,44,48,56,4
07/03/2010,3.0,3,10,14,52,53,3
06/30/2010,5.0,6,38,43,47,48,27
06/26/2010,4.0,13,30,32,38,57,25
06/23/2010,3.0,11,30,45,47,48,10
06/19/2010,3.0,9,30,31,50,54,39
06/16/2010,5.0,8,11,18,29,36,6
06/12/2010,10.0,9,12,13,35,38,30
06/09/2010,4.0,14,22,27,32,49,5
06/05/2010,4.0,18,34,40,48,59,25
06/02/2010,4.0,4,9,14,39,43,38
05/29/2010,4.0,1,3,24,28,41,10
05/26/2010,4.0,1,6,10,13,20,32
05/22/2010,2.0,19,20,40,47,57,29
05/19/2010,3.0,2,7,29,55,58,27
05/15/2010,2.0,15,21,23,28,36,20
05/12/2010,2.0,37,51,52,53,58,38
05/08/2010,5.0,5,22,34,41,57,31
05/05/2010,4.0,13,34,40,47,57,11
05/01/2010,4.0,16,23,25,49,58,20
04/28/2010,4.0,12,22,25,28,44,24
04/24/2010,2.0,1,12,53,56,57,5
04/21/2010,2.0,11,34,41,49,55,20
04/17/2010,5.0,5,21,22,41,49,15
04/14/2010,3.0,6,14,32,38,52,20
04/10/2010,2.0,21,22,49,52,58,34
04/07/2010,2.0,4,36,40,44,52,33
04/03/2010,4.0,10,15,31,52,59,4
03/31/2010,5.0,5,13,17,45,54,12
03/27/2010,4.0,7,21,32,44,52,10
03/24/2010,3.0,14,20,24,39,49,7
03/20/2010,2.0,9,36,39,44,45,9
03/17/2010,2.0,24,26,45,48,55,8
03/13/2010,5.0,6,16,20,31,36,8
03/10/2010,2.0,17,21,37,41,50,1
03/06/2010,2.0,10,29,33,41,59,15
03/03/2010,4.0,7,9,14,45,49,23
02/27/2010,2.0,18,47,51,53,58,30
02/24/2010,2.0,4,17,35,50,57,12
02/20/2010,2.0,13,27,37,41,54,32
02/17/2010,3.0,7,8,19,26,36,15
02/13/2010,4.0,10,14,30,40,51,1
02/10/2010,5.0,5,8,29,37,38,34
02/06/2010,3.0,14,22,52,54,59,4
02/03/2010,2.0,17,22,36,37,52,24
05/01/2021,3.0,35,36,47,61,63,3
05/05/2021,2.0,16,23,28,40,63,1
05/08/2021,3.0,12,17,20,21,26,8
05/12/2021,2.0,1,19,20,38,54,17
05/15/2021,3.0,4,10,37,39,69,24
05/19/2021,2.0,11,13,55,56,69,4
05/22/2021,2.0,3,19,27,37,40,8
05/26/2021,2.0,2,8,21,34,62,16
05/29/2021,2.0,11,13,22,27,46,20
06/02/2021,3.0,6,7,11,66,67,19
06/05/2021,3.0,44,52,54,64,69,26
06/12/2021,3.0,8,25,34,38,41,10
06/16/2021,2.0,19,29,34,44,50,25
06/19/2021,2.0,4,22,35,38,39,20
06/23/2021,3.0,13,20,40,51,63,1
06/26/2021,3.0,8,31,39,43,60,17
06/30/2021,4.0,24,29,50,65,66,14
07/03/2021,2.0,26,40,41,55,65,24
07/07/2021,2.0,8,21,30,49,57,8
07/10/2021,2.0,1,5,29,54,62,3
07/14/2021,2.0,33,46,52,59,62,10
07/17/2021,2.0,15,22,38,54,66,3
07/21/2021,2.0,27,28,44,67,68,11
07/24/2021,2.0,1,4,11,59,67,10
07/28/2021,3.0,25,30,53,59,60,5
07/31/2021,2.0,1,21,22,34,47,4
08/04/2021,2.0,5,21,32,36,58,14
08/07/2021,2.0,7,24,36,54,60,23
08/11/2021,3.0,12,18,20,29,30,16
08/14/2021,2.0,6,21,49,65,67,18
08/18/2021,2.0,35,36,51,55,61,26
08/21/2021,2.0,16,28,36,39,59,4
08/23/2021,3.0,17,36,47,60,61,15
08/25/2021,3.0,27,39,54,56,59,24
08/28/2021,2.0,12,22,26,46,59,26
08/30/2021,2.0,3,15,45,51,61,8
09/01/2021,2.0,10,20,29,48,51,17
09/04/2021,5.0,32,35,40,52,54,1
09/06/2021,2.0,11,20,22,33,54,24
09/08/2021,2.0,9,22,41,47,61,21
09/11/2021,2.0,20,31,38,40,49,21
09/13/2021,3.0,37,40,50,61,63,21
09/15/2021,3.0,1,4,18,46,62,25
09/18/2021,2.0,5,36,39,45,57,11
09/20/2021,2.0,37,51,54,58,60,19
09/22/2021,3.0,20,40,47,55,63,5
09/25/2021,3.0,22,23,37,62,63,19
09/27/2021,2.0,21,22,39,44,60,12
09/29/2021,3.0,2,7,11,17,32,11
10/02/2021,2.0,28,38,42,47,52,1
10/04/2021,2.0,12,22,54,66,69,15
10/06/2021,10.0,1,17,52,58,64,1
10/09/2021,2.0,12,17,30,45,62,5
10/11/2021,3.0,11,20,33,39,65,24
10/13/2021,2.0,23,29,47,59,60,15
10/16/2021,3.0,30,31,41,42,48,3
10/18/2021,2.0,30,32,48,53,63,12
10/20/2021,2.0,7,29,36,41,43,5
10/23/2021,2.0,10,30,51,57,63,20
10/25/2021,2.0,10,27,29,44,58,24
10/27/2021,4.0,3,6,26,35,51,17
10/30/2021,2.0,5,23,28,43,56,19
11/01/2021,3.0,9,25,34,44,45,8
11/03/2021,2.0,1,2,24,50,57,26
11/06/2021,2.0,8,30,48,57,64,9
11/08/2021,3.0,21,46,47,57,62,8
11/10/2021,2.0,19,25,43,46,48,14
